School,Journal,Article,Author,Year,Volume
Massachusetts Institute of Technology,Operations Research,Disruption Risk Mitigation in Supply Chains: The Risk Exposure Index Revisited,"David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Zhenzhen Yan - Nanyang Technological University
Chung-Piaw Teo - National University of Singapore (NUS)
Sarah Yini Gao - Singapore Management University",2019,67
Massachusetts Institute of Technology,Management Science,Learning Preferences with Side Information,"Vivek F Farias - Massachusetts Institute of Technology (MIT)
Andrew A Li - Massachusetts Institute of Technology (MIT)",2019,65
Massachusetts Institute of Technology,Management Science,Dynamic Alpha: A Spectral Decomposition of Investment Performance Across Time Horizons,"Shomesh E Chaudhuri - Massachusetts Institute of Technology (MIT)
Andrew W Lo - Massachusetts Institute of Technology (MIT)
Andrew W Lo - Santa Fe Institute",2019,65
Massachusetts Institute of Technology,Operations Research,On Matching and Thickness in Heterogeneous Dynamic Markets,"Maximilien Burg - Massachusetts Institute of Technology (MIT)
Patrick Jaillet - Massachusetts Institute of Technology (MIT)
Patrick Jaillet - Massachusetts Institute of Technology (MIT)
Itai Ashlagi - Stanford University
Vahideh Manshadi - Yale University",2019,67
Massachusetts Institute of Technology,Operations Research,Covariate-Adaptive Optimization in Online Clinical Trials,"Dimitris Bertsimas - Massachusetts Institute of Technology (MIT)
Nikita Korolko - Massachusetts Institute of Technology (MIT)
Alexander M Weinstein - Massachusetts Institute of Technology (MIT)",2019,67
Massachusetts Institute of Technology,Operations Research,Designing Response Supply Chain Against Bioattacks,"David Simchi-Levi - Massachusetts Institute of Technology (MIT)
Nikolaos Trichakis - Massachusetts Institute of Technology (MIT)
Peter Yun Zhang - Massachusetts Institute of Technology (MIT)",2019,67
Massachusetts Institute of Technology,Management Science,Dynamic Learning and Pricing with Model Misspecification,"He Wang - Georgia Institute of Technology
Mila Nambiar - Massachusetts Institute of Technology (MIT)
David Simchi-Levi - Massachusetts Institute of Technology (MIT)",2019,65
Massachusetts Institute of Technology,Management Science,On the Efficacy of Static Prices for Revenue Management in the Face of Strategic Customers,"Vivek F Farias - Massachusetts Institute of Technology (MIT)
Vivek F Farias - Massachusetts Institute of Technology (MIT)
Nikolaos Trichakis - Massachusetts Institute of Technology (MIT)
Nikolaos Trichakis - Massachusetts Institute of Technology (MIT)
Yiwei Chen - University of Cincinnati",2019,65
Massachusetts Institute of Technology,The Review of Financial Studies,The Power of the Street: Evidence from Egypt's Arab Spring,"Tarek A Hassan - Boston University
Daron Acemoglu - Massachusetts Institute of Technology (MIT)
Daron Acemoglu - National Bureau of Economic Research (NBER)
Tarek A Hassan - National Bureau of Economic Research (NBER)
Ahmed Tahoun - University of London
Daron Acemoglu - Centre for Economic Policy Research (CEPR)
Tarek A Hassan - Centre for Economic Policy Research (CEPR)
Daron Acemoglu - Canadian Institute for Advanced Research CIFAR",2018,31
Massachusetts Institute of Technology,Management Science,Dynamic Pricing in Social Networks: The Word-of-Mouth Effect,"Amir Ajorlou - Massachusetts Institute of Technology (MIT)
Ali Jadbabaie - Massachusetts Institute of Technology (MIT)
Ali Kakhbod - Massachusetts Institute of Technology (MIT)",2018,64
Massachusetts Institute of Technology,Operations Research,Robust Adaptive Routing Under Uncertainty,"Patrick Jaillet - Massachusetts Institute of Technology (MIT)
Arthur Flajolet - Massachusetts Institute of Technology (MIT)
Patrick Jaillet - Massachusetts Institute of Technology (MIT)
Sebastien Blandin - IBM Research",2018,66
Massachusetts Institute of Technology,Operations Research,Delay-Predictability Trade-offs in Reaching a Secret Goal,"John N Tsitsiklis - Massachusetts Institute of Technology (MIT)
Kuang Xu - Stanford University",2018,66
Massachusetts Institute of Technology,Operations Research,Informational Braess' Paradox: The Effect of Information on Traffic Congestion,"Daron Acemoglu - Massachusetts Institute of Technology (MIT)
Ali Makhdoumi - Massachusetts Institute of Technology (MIT)
Asuman Ozdaglar - Massachusetts Institute of Technology (MIT)
Azarakhsh Malekian - University of Toronto",2018,66
Massachusetts Institute of Technology,Operations Research,Finding Extremists in Online Social Networks,"Jytte Klausen - Brandeis University
Christopher E Marks - Massachusetts Institute of Technology (MIT)
Tauhid Zaman - Massachusetts Institute of Technology (MIT)",2018,66
Massachusetts Institute of Technology,Production and Operations Management,Increasing Supply Chain Robustness through Process Flexibility and Inventory,"Yehua Wei - Boston College
He Wang - Georgia Institute of Technology
David Simchi-Levi - Massachusetts Institute of Technology (MIT)",2018,27
Massachusetts Institute of Technology,Production and Operations Management,Missed Opportunities in Preventing Hospital Readmissions: Redesigning Post-Discharge Checkup Policies,"Jonathan E Helm - Arizona State University
Michael Hu - Massachusetts Institute of Technology (MIT)
Xiang Liu - University of Michigan at Ann Arbor
Mariel S Lavieri - University of Michigan at Ann Arbor
Ted A Skolarus - University of Michigan at Ann Arbor",2018,27
Massachusetts Institute of Technology,Production and Operations Management,Leveraging Comparables for New Product Sales Forecasting,"Lennart Baardman - Massachusetts Institute of Technology (MIT)
Georgia Perakis - Massachusetts Institute of Technology (MIT)
Divya Singhvi - Massachusetts Institute of Technology (MIT)
Igor Levin - Johnson and Johnson / Merek",2018,27
Massachusetts Institute of Technology,Operations Research,Online Network Revenue Management Using Thompson Sampling,"He Wang - Georgia Institute of Technology
Kris Johnson Ferreira - Harvard University
David Simchi-Levi - Massachusetts Institute of Technology (MIT)",2018,66
Massachusetts Institute of Technology,Operations Research,The Approximability of Assortment Optimization Under Ranking Preferences,"Ali Aouad - Massachusetts Institute of Technology (MIT)
Vivek F Farias - Massachusetts Institute of Technology (MIT)
Retsef Levi - Massachusetts Institute of Technology (MIT)
Danny Segev - University of Haifa",2018,66
Massachusetts Institute of Technology,Operations Research,Rank Centrality: Ranking from Pairwise Comparisons,"Devavrat Shah - Massachusetts Institute of Technology (MIT)
Sewoong Oh - University of Illinois at Urbana-Champaign
Sahand Negahban - Yale University",2017,65
Massachusetts Institute of Technology,The Review of Financial Studies,Information Choice and Amplification of Financial Crises,"Ali Kakhbod - Massachusetts Institute of Technology (MIT)
Toni Ahnert - Bank of Canada",2017,30
Massachusetts Institute of Technology,Operations Research,An O(log n/log log n)-Approximation Algorithm for the Asymmetric Traveling Salesman Problem,"Michel X Goemans - Massachusetts Institute of Technology (MIT)
Aleksander Madry - Massachusetts Institute of Technology (MIT)
Arash Asadpour - New York University (NYU)
Amin Saberi - Stanford University
Shayan Oveis Gharan - University of Washington at Seattle",2017,65
Massachusetts Institute of Technology,Operations Research,Flexible Queueing Architectures,"John N Tsitsiklis - Massachusetts Institute of Technology (MIT)
Kuang Xu - Stanford University",2017,65
Massachusetts Institute of Technology,Management Science,Confidence Calibration in a Multiyear Geopolitical Forecasting Competition,"Heather H J Yang - Massachusetts Institute of Technology (MIT)
Don A Moore - University of California at Berkeley
Angela Minster - University of Pennsylvania
Barbara Mellers - University of Pennsylvania
Lyle Ungar - University of Pennsylvania
Philip Tetlock - University of Pennsylvania
Elizabeth R Tenney - University of Utah
Samuel A. Swift - Betterment, Inc",2017,63
Massachusetts Institute of Technology,Production and Operations Management,Strategic Cognition of Operations Executives,"Yossi Sheffi - Massachusetts Institute of Technology (MIT)
Chris Caplice - Massachusetts Institute of Technology (MIT)
Shardul S Phadnis - Malaysia Institute for Supply Chain Innovation
Mahender Singh - Malaysia Institute for Supply Chain Innovation",2017,26
Massachusetts Institute of Technology,Production and Operations Management,Problem Formulation and Solution Mechanisms: A Behavioral Study of Humanitarian Transportation Planning,"Erica Gralla - George Washington University
Jarrod Goentzel - Massachusetts Institute of Technology (MIT)
Charles Fine - Massachusetts Institute of Technology (MIT)",2016,25
Massachusetts Institute of Technology,Operations Research,OR Forumâ€”An Algorithmic Approach to Linear Regression,"Dimitris Bertsimas - Massachusetts Institute of Technology (MIT)
Angela King - Massachusetts Institute of Technology (MIT)",2016,64
Massachusetts Institute of Technology,Operations Research,Routing Optimization Under Uncertainty,"Jin Qi - Hong Kong University of Science and Technology (HKUST)
Patrick Jaillet - Massachusetts Institute of Technology (MIT)
Melvyn Sim - National University of Singapore (NUS)",2016,64
Massachusetts Institute of Technology,Operations Research,Contingent Preannounced Pricing Policies with Strategic Consumers,"Charles Thraves - Massachusetts Institute of Technology (MIT)
Jose Correa - Universidad de Chile
Ricardo Montoya - Universidad de Chile",2016,64
Massachusetts Institute of Technology,Manufacturing and Service Operations Management,Analytics for an Online Retailer: Demand Forecasting and Price Optimization,"Kris Johnson Ferreira - Harvard University
Bin Hong Alex Lee - Massachusetts Institute of Technology (MIT)
David Simchi-Levi - Massachusetts Institute of Technology (MIT)",2016,18
Massachusetts Institute of Technology,Strategic Management Journal,Capability Erosion Dynamics,"Nelson Repenning - Massachusetts Institute of Technology (MIT)
Hazhir Rahmandad - Massachusetts Institute of Technology (MIT)
Hazhir Rahmandad - Virginia Tech / Virginia Polytechnic Institute and State University",2016,37
Massachusetts Institute of Technology,Management Science,Optimal Allocation Without Money: An Engineering Approach,"Itai Ashlagi - Massachusetts Institute of Technology (MIT)
Peng Shi - Massachusetts Institute of Technology (MIT)",2016,62
Massachusetts Institute of Technology,Management Science,The Impact of Demand Uncertainty on Consumer Subsidies for Green Technology Adoption,"Maxime C Cohen - Massachusetts Institute of Technology (MIT)
Georgia Perakis - Massachusetts Institute of Technology (MIT)
Ruben Lobel - University of Pennsylvania",2016,62
Massachusetts Institute of Technology,Management Science,An Analytics Approach to Designing Combination Chemotherapy Regimens for Cancer,"Dimitris Bertsimas - Massachusetts Institute of Technology (MIT)
Dimitris Bertsimas - Massachusetts Institute of Technology (MIT)
Stephen Relyea - Massachusetts Institute of Technology (MIT)
John Silberholz - Massachusetts Institute of Technology (MIT)
John Silberholz - Massachusetts Institute of Technology (MIT)
Allison O'Hair - Stanford University",2016,62
Massachusetts Institute of Technology,Operations Research,Learning to Coordinate in Social Networks,"Ceyhun Eksin - Georgia Institute of Technology
Pooya Molavi - Massachusetts Institute of Technology (MIT)
Alejandro Ribeiro - University of Pennsylvania
Ali Jadbabaie - University of Pennsylvania",2016,64
Massachusetts Institute of Technology,Operations Research,Technical Noteâ€”Coordination with Local Information,"Alireza Tahbaz-Salehi - Columbia University
Spyros I Zoumpoulis - INSEAD
Munther A Dahleh - Massachusetts Institute of Technology (MIT)
John N Tsitsiklis - Massachusetts Institute of Technology (MIT)",2016,64
Massachusetts Institute of Technology,Operations Research,Competitive Targeted Advertising Over Networks,"Asuman Ozdaglar - Massachusetts Institute of Technology (MIT)
Kostas Bimpikis - Stanford University
Ercan Yildiz - Google",2016,64
Massachusetts Institute of Technology,Operations Research,Finding Rumor Sources on Random Trees,"Devarat Shah - Massachusetts Institute of Technology (MIT)
Tauhid Zaman - Massachusetts Institute of Technology (MIT)",2016,64
Massachusetts Institute of Technology,Journal of Financial Economics,The Value of Connections in Turbulent Times: Evidence from the United States,"Todd Mitton - Brigham Young University
Daron Acemoglu - Massachusetts Institute of Technology (MIT)
Simon Johnson - Massachusetts Institute of Technology (MIT)
Amir Kermani - University of California at Berkeley
James Kwak - University of Connecticut",2016,121
Massachusetts Institute of Technology,Organization Science,Third-World â€œSloggersâ€ or Elite Global Professionals? Using Organizational Toolkits to Redefine Work Identity in Information Technology Offshore Outsourcing,"Amar Gupta - Massachusetts Institute of Technology (MIT)
Sharon Koppman - University of California at Irvine
Elisa Mattarelli - Universita di Modena e Reggio Emilia",2016,27
